orderid,date,status,qty,amount,currency,b2b
407-4549939-3485945,2022-04-30,Shipped,1,499.0,INR,False
403-3597087-4521139,2022-04-30,Shipped,1,414.0,INR,False
171-9016873-6719541,2022-04-30,Shipped,1,1099.0,INR,False
171-3693730-4530754,2022-04-30,Cancelled,0,568.57,INR,False
404-0541321-3023502,2022-04-30,Shipped,1,653.0,INR,False
402-1600884-0332308,2022-04-30,Shipped,1,352.0,INR,False
402-0229417-2609936,2022-04-30,Shipped,1,744.0,INR,False
403-0131049-2132337,2022-04-30,Shipped,1,399.0,INR,False
171-4573948-3966741,2022-04-30,Shipped,1,1438.0,INR,False
171-0211853-1251554,2022-04-30,Shipped - Delivered to Buyer,1,1173.0,INR,False
404-3699924-2837921,2022-04-30,Shipped - Delivered to Buyer,1,459.0,INR,False
405-0457160-2123517,2022-04-30,Shipped,1,922.0,INR,False
408-6862973-4520309,2022-04-30,Shipped,1,653.0,INR,False
171-7679971-0310752,2022-04-30,Cancelled,1,363.0,INR,False
171-3669717-3172330,2022-04-30,Shipped,1,499.0,INR,False
403-9724686-7777903,2022-04-30,Shipped,1,486.0,INR,False
403-8306900-1833930,2022-04-30,Shipped - Delivered to Buyer,1,692.0,INR,False
403-1962150-0618711,2022-04-30,Shipped,1,295.0,INR,False
403-1632972-2861963,2022-04-30,Shipped - Delivered to Buyer,1,363.0,INR,False
403-9533906-1728355,2022-04-30,Shipped,1,399.0,INR,False
171-1269122-8425943,2022-04-30,Shipped,1,950.0,INR,False
171-2937341-8703561,2022-04-30,Shipped,1,399.0,INR,False
406-5206188-8892351,2022-04-30,Shipped,1,625.0,INR,False
405-5228379-1065951,2022-04-30,Shipped,1,1115.0,INR,False
406-3236326-4964331,2022-04-30,Shipped - Delivered to Buyer,1,666.0,INR,False
408-3364449-3401947,2022-04-30,Cancelled,0,568.57,INR,False
402-7682157-9147503,2022-04-30,Shipped - Delivered to Buyer,1,696.0,INR,False
405-1515003-2007535,2022-04-30,Shipped,1,519.0,INR,False
408-8569813-9288333,2022-04-30,Shipped - Delivered to Buyer,1,1199.0,INR,False
404-0867714-0772302,2022-04-30,Shipped,1,563.0,INR,False
404-0867714-0772302,2022-04-30,Shipped,1,399.0,INR,False
404-0867714-0772302,2022-04-30,Shipped,1,487.0,INR,False
402-1704468-7240327,2022-04-30,Shipped - Delivered to Buyer,1,568.0,INR,False
406-5757669-2996307,2022-04-30,Shipped,1,399.0,INR,False
407-1492215-2982709,2022-04-30,Shipped,1,291.0,INR,False
171-2119982-7294757,2022-04-30,Shipped,1,744.0,INR,False
407-1684475-5197113,2022-04-30,Shipped,1,696.0,INR,False
404-4568279-0273125,2022-04-30,Shipped,1,463.0,INR,False
403-9752008-2541919,2022-04-30,Cancelled,0,469.52,INR,False
403-3896686-3972343,2022-04-30,Shipped,1,339.0,INR,False
408-5238024-3207538,2022-04-30,Shipped - Delivered to Buyer,1,680.0,INR,False
403-9336057-8075519,2022-04-30,Shipped,1,759.0,INR,False
406-6070472-3313109,2022-04-30,Shipped,1,626.0,INR,False
407-0828621-5564309,2022-04-30,Shipped - Delivered to Buyer,1,399.0,INR,False
402-7281943-2634753,2022-04-30,Shipped,1,599.0,INR,False
408-3364643-8111517,2022-04-30,Shipped,1,399.0,INR,False
402-9327280-6831502,2022-04-30,Shipped,1,599.0,INR,False
405-8803159-2662729,2022-04-30,Shipped,1,291.0,INR,False
405-8803159-2662729,2022-04-30,Shipped,1,276.0,INR,False
405-8803159-2662729,2022-04-30,Shipped,1,626.0,INR,False
405-8803159-2662729,2022-04-30,Shipped,1,283.0,INR,False
405-3441275-4039543,2022-04-30,Shipped - Delivered to Buyer,1,725.0,INR,False
405-3441275-4039543,2022-04-30,Shipped - Delivered to Buyer,1,295.0,INR,False
406-2890663-9523509,2022-04-30,Shipped,1,518.0,INR,False
402-1430516-9436331,2022-04-30,Shipped,1,399.0,INR,False
171-7949350-6828319,2022-04-30,Shipped,1,852.0,INR,False
171-2964083-5815566,2022-04-30,Shipped,1,568.0,INR,False
406-9789934-2845967,2022-04-30,Shipped,1,771.0,INR,False
405-9399780-0313164,2022-04-30,Shipped,1,1669.0,INR,False
404-9635079-7600310,2022-04-30,Shipped,1,540.0,INR,False
171-6983189-6050757,2022-04-30,Shipped,1,1112.0,INR,False
171-6983189-6050757,2022-04-30,Shipped,1,518.0,INR,False
171-3884714-3945906,2022-04-30,Shipped,1,1115.0,INR,False
171-3884714-3945906,2022-04-30,Shipped,1,1112.0,INR,False
171-3884714-3945906,2022-04-30,Shipped,1,399.0,INR,False
405-1693679-3068331,2022-04-30,Shipped,1,476.0,INR,False
402-4804971-8591532,2022-04-30,Shipped - Delivered to Buyer,1,499.0,INR,False
402-4804971-8591532,2022-04-30,Shipped - Delivered to Buyer,1,518.0,INR,False
405-1597244-8205967,2022-04-30,Shipped,1,486.0,INR,False
403-9610979-2949958,2022-04-30,Shipped,1,399.0,INR,False
405-1911317-3604322,2022-04-30,Shipped,1,1260.0,INR,False
404-7251284-9387528,2022-04-30,Shipped,1,399.0,INR,False
403-4512253-4789948,2022-04-30,Shipped,1,852.0,INR,False
408-1348466-1321955,2022-04-30,Cancelled,0,568.57,INR,False
171-0490216-5028364,2022-04-30,Shipped,1,487.0,INR,False
406-5421335-3440327,2022-04-30,Cancelled,0,568.57,INR,False
405-6836135-6312327,2022-04-30,Shipped - Delivered to Buyer,1,413.0,INR,False
171-0689935-4850722,2022-04-30,Shipped,1,788.0,INR,False
403-9835374-1565102,2022-04-30,Shipped - Delivered to Buyer,1,1186.0,INR,False
403-8625708-2309901,2022-04-30,Shipped,1,396.0,INR,False
403-6616419-0658741,2022-04-30,Cancelled,0,659.05,INR,False
171-5550949-7914705,2022-04-30,Shipped,1,653.0,INR,False
408-9407260-0749114,2022-04-30,Shipped,1,0.0,INR,False
408-4453138-1209128,2022-04-30,Shipped,1,458.0,INR,False
402-4934568-7802706,2022-04-30,Shipped,1,487.0,INR,False
405-9862364-7636347,2022-04-30,Shipped,1,597.0,INR,False
405-7713713-9002732,2022-04-30,Shipped,1,761.0,INR,False
405-7713713-9002732,2022-04-30,Shipped,1,835.0,INR,False
406-8536478-4581952,2022-04-30,Shipped - Returned to Seller,1,518.0,INR,False
407-0533151-5470709,2022-04-30,Cancelled,0,568.57,INR,False
404-6783850-0597940,2022-04-30,Shipped,1,721.0,INR,False
407-3030317-4521947,2022-04-30,Shipped,1,458.0,INR,False
402-0093786-0156303,2022-04-30,Shipped,1,666.0,INR,False
171-3705534-0250736,2022-04-30,Shipped,1,399.0,INR,False
408-9408562-5254749,2022-04-30,Shipped - Delivered to Buyer,1,1099.0,INR,False
403-4739886-5496325,2022-04-30,Shipped,1,353.0,INR,False
171-9312177-9903551,2022-04-30,Shipped,1,399.0,INR,False
171-3255381-0489121,2022-04-30,Shipped - Delivered to Buyer,1,534.0,INR,False
408-4584840-2787538,2022-04-30,Cancelled,0,981.25,INR,False
408-5118229-6373917,2022-04-30,Shipped,1,0.0,INR,False
403-0707216-6170737,2022-04-30,Shipped,1,657.0,INR,False
403-3258819-8018763,2022-04-30,Shipped,1,626.0,INR,False
408-2491878-4865146,2022-04-30,Cancelled,0,981.25,INR,False
405-7190860-0329952,2022-04-30,Shipped,1,899.0,INR,False
402-0164950-5496362,2022-04-30,Cancelled,0,568.57,INR,False
404-3821323-1636305,2022-04-30,Shipped,1,597.0,INR,False
408-3649698-8803541,2022-04-30,Shipped,1,1099.0,INR,False
405-3694403-2551528,2022-04-30,Shipped,1,788.0,INR,False
405-6593194-1742748,2022-04-30,Shipped,1,459.0,INR,False
403-7086967-7558701,2022-04-30,Shipped,1,1186.0,INR,False
171-5927080-9153924,2022-04-30,Cancelled,1,626.0,INR,False
406-5651070-7367520,2022-04-30,Cancelled,0,568.57,INR,False
405-1952513-5416327,2022-04-30,Cancelled,0,568.57,INR,False
406-8112035-0609144,2022-04-30,Shipped,1,329.0,INR,False
407-6114533-2816312,2022-04-30,Shipped - Delivered to Buyer,1,280.0,INR,True
407-6002733-2903540,2022-04-30,Shipped,1,249.0,INR,True
403-1068845-1092310,2022-04-30,Shipped,1,818.0,INR,False
407-3001310-2482707,2022-04-30,Shipped,1,429.0,INR,False
407-3001310-2482707,2022-04-30,Shipped,1,458.0,INR,False
402-9024954-3597923,2022-04-30,Cancelled,0,568.57,INR,False
404-6763777-8680366,2022-04-30,Shipped - Delivered to Buyer,1,475.0,INR,False
405-6167247-7769908,2022-04-30,Shipped,1,788.0,INR,False
404-3190952-7345128,2022-04-30,Shipped,1,744.0,INR,False
407-4179560-9885921,2022-04-30,Shipped,1,458.0,INR,False
405-4515494-3244302,2022-04-30,Shipped,1,505.0,INR,False
404-0812833-5129124,2022-04-30,Shipped,1,1186.0,INR,False
403-9928712-6587519,2022-04-30,Shipped,1,597.0,INR,False
404-5314568-1043519,2022-04-30,Shipped,1,463.0,INR,False
402-8207665-7247536,2022-04-30,Shipped,1,471.0,INR,False
403-3814019-1141952,2022-04-30,Shipped,1,626.0,INR,False
403-5049239-4135545,2022-04-30,Shipped,1,399.0,INR,False
405-6344744-8777959,2022-04-30,Shipped,1,788.0,INR,False
405-0654626-6276321,2022-04-30,Shipped,1,751.0,INR,False
403-9647049-8100304,2022-04-30,Cancelled,1,368.0,INR,False
407-3546546-1957155,2022-04-30,Shipped,1,744.0,INR,False
404-4807357-2693108,2022-04-30,Shipped,1,399.0,INR,False
404-4911741-3341902,2022-04-30,Shipped,1,475.0,INR,False
404-1580706-8406729,2022-04-30,Shipped,1,475.0,INR,False
404-6525036-6681154,2022-04-30,Shipped,1,521.0,INR,False
408-6862949-2369917,2022-04-30,Shipped,1,721.0,INR,False
403-4522038-5418732,2022-04-30,Shipped,1,788.0,INR,False
405-9510649-7934734,2022-04-30,Shipped,1,486.0,INR,False
408-2170248-9556321,2022-04-30,Shipped,1,597.0,INR,False
171-1747399-1165911,2022-04-30,Shipped,1,744.0,INR,False
408-1752203-1767518,2022-04-30,Shipped,1,939.0,INR,False
402-6953218-8797919,2022-04-30,Shipped,1,517.0,INR,False
407-3644990-7729144,2022-04-30,Shipped - Delivered to Buyer,1,744.0,INR,False
406-9906656-5128304,2022-04-30,Cancelled,0,568.57,INR,False
171-8345794-3569957,2022-04-30,Shipped,1,533.0,INR,False
403-9545828-0603523,2022-04-30,Shipped,1,563.0,INR,False
408-8140052-8753913,2022-04-30,Shipped,1,549.0,INR,False
406-7221225-8921144,2022-04-30,Shipped - Delivered to Buyer,1,626.0,INR,False
406-4803324-2221109,2022-04-30,Shipped,1,1099.0,INR,False
407-5470882-4765942,2022-04-30,Cancelled,0,568.57,INR,False
403-0373263-7181928,2022-04-30,Shipped,1,696.0,INR,False
405-3139781-4240349,2022-04-30,Shipped,1,1432.0,INR,False
404-4771108-9660348,2022-04-30,Shipped,1,432.0,INR,False
407-4616863-5212363,2022-04-30,Shipped,1,1338.0,INR,False
405-5863149-6577918,2022-04-30,Shipped,1,597.0,INR,False
405-5863149-6577918,2022-04-30,Shipped,1,888.0,INR,False
406-7524766-1454768,2022-04-30,Shipped,1,1033.0,INR,False
408-6818789-4965132,2022-04-30,Shipped,1,376.0,INR,False
402-1038454-4297969,2022-04-30,Shipped,1,885.0,INR,False
408-8100357-3585904,2022-04-30,Shipped,1,635.0,INR,False
402-4372312-4448367,2022-04-30,Cancelled,1,597.0,INR,False
406-3745473-8633147,2022-04-30,Shipped,1,563.0,INR,False
403-1140011-7398736,2022-04-30,Shipped,1,499.0,INR,False
403-1140011-7398736,2022-04-30,Shipped,1,549.0,INR,False
403-1140011-7398736,2022-04-30,Shipped,1,549.0,INR,False
403-1140011-7398736,2022-04-30,Shipped,1,452.0,INR,False
171-2789156-5817163,2022-04-30,Shipped - Delivered to Buyer,1,449.0,INR,False
404-9605291-9790766,2022-04-30,Shipped,1,685.0,INR,False
408-9259634-7565152,2022-04-30,Shipped - Delivered to Buyer,1,391.0,INR,False
171-2120512-6643534,2022-04-30,Shipped - Delivered to Buyer,1,399.0,INR,False
408-7767023-9733103,2022-04-30,Shipped,1,597.0,INR,False
402-6159360-3192305,2022-04-30,Shipped - Delivered to Buyer,1,249.0,INR,False
406-4919920-0965963,2022-04-30,Shipped - Delivered to Buyer,1,1099.0,INR,False
402-5821417-6985934,2022-04-30,Shipped,1,1099.0,INR,False
406-7489606-3781934,2022-04-30,Shipped,1,499.0,INR,False
408-4543593-8672326,2022-04-30,Shipped,1,744.0,INR,False
404-3628070-0647500,2022-04-30,Cancelled,0,399.05,INR,False
404-3628070-0647500,2022-04-30,Cancelled,0,463.81,INR,False
404-0691443-7069131,2022-04-30,Shipped,1,432.0,INR,False
403-0467296-2575536,2022-04-30,Shipped,1,463.0,INR,False
408-3531277-4885962,2022-04-30,Cancelled,0,568.57,INR,False
408-6069754-7397924,2022-04-30,Shipped,1,0.0,INR,False
408-0391714-9281921,2022-04-30,Cancelled,0,568.57,INR,False
408-3692922-9946738,2022-04-30,Shipped,1,665.0,INR,False
171-7935921-7575568,2022-04-30,Shipped,1,563.0,INR,False
408-2026538-7845958,2022-04-30,Shipped,1,399.0,INR,False
403-2026715-3949910,2022-04-30,Shipped,1,968.0,INR,False
404-4599488-8213952,2022-04-30,Shipped - Delivered to Buyer,1,474.0,INR,False
S02-5278980-4327051,2022-04-30,Shipped,15,568.57,INR,False
171-5599779-6322751,2022-04-30,Cancelled,0,659.05,INR,False
171-2550230-3805124,2022-04-30,Shipped - Delivered to Buyer,1,413.0,INR,False
402-5852450-2129941,2022-04-30,Shipped - Delivered to Buyer,1,495.0,INR,False
405-3054995-4312360,2022-04-30,Shipped - Delivered to Buyer,1,459.0,INR,False
407-2538775-7502719,2022-04-30,Shipped,1,486.0,INR,False
406-1981446-7471514,2022-04-30,Shipped - Delivered to Buyer,1,1238.0,INR,False
408-4235910-6012362,2022-04-30,Shipped,1,801.0,INR,False
171-9839922-3832357,2022-04-30,Shipped,1,527.0,INR,False
405-9808686-6294763,2022-04-30,Shipped,1,493.0,INR,False
408-8489677-5577933,2022-04-30,Shipped - Delivered to Buyer,1,0.0,INR,False
402-5550488-9916304,2022-04-30,Cancelled,0,280.95,INR,False
408-6369127-2887567,2022-04-30,Shipped,1,788.0,INR,False
171-0113406-2293163,2022-04-30,Cancelled,1,626.0,INR,False
403-8565647-0953102,2022-04-30,Shipped,1,376.0,INR,False
406-9957971-2569147,2022-04-30,Shipped,1,471.0,INR,False
406-1092108-2639512,2022-04-30,Shipped,1,399.0,INR,False
402-3270101-7657904,2022-04-30,Cancelled,0,452.38,INR,False
402-7078622-5609155,2022-04-30,Shipped - Delivered to Buyer,1,1432.0,INR,False
171-7678731-3568339,2022-04-30,Cancelled,0,568.57,INR,False
408-7206307-2384358,2022-04-30,Shipped - Delivered to Buyer,1,725.0,INR,False
407-5830946-0458753,2022-04-30,Shipped,1,499.0,INR,False
171-3016563-0593956,2022-04-30,Shipped,1,471.0,INR,False
404-3252605-4011545,2022-04-30,Cancelled,0,568.57,INR,False
171-1148440-5117161,2022-04-30,Cancelled,1,449.0,INR,False
171-7636697-5689908,2022-04-30,Shipped,1,684.0,INR,False
408-1336273-5938748,2022-04-30,Shipped,1,545.0,INR,False
406-3815399-6450709,2022-04-30,Shipped,1,545.0,INR,False
171-9638653-2292340,2022-04-30,Shipped,1,419.0,INR,False
403-7879236-4794741,2022-04-30,Cancelled,0,568.57,INR,False
406-4110471-9710751,2022-04-30,Shipped,1,696.0,INR,False
408-5598612-8613920,2022-04-30,Cancelled,0,568.57,INR,False
404-3475672-0623516,2022-04-30,Cancelled,0,568.57,INR,False
403-0708193-0609948,2022-04-30,Shipped,1,399.0,INR,False
402-6638943-7023558,2022-04-30,Shipped - Returned to Seller,1,613.0,INR,False
405-1047044-2461167,2022-04-30,Shipped,1,654.0,INR,False
403-4121872-9661935,2022-04-30,Shipped,1,487.0,INR,False
407-0341499-2477170,2022-04-30,Shipped,1,744.0,INR,False
402-7081372-1053905,2022-04-30,Shipped - Delivered to Buyer,1,499.0,INR,False
402-7081372-1053905,2022-04-30,Shipped - Delivered to Buyer,1,499.0,INR,False
403-8349155-2308363,2022-04-30,Shipped,1,406.0,INR,False
403-8349155-2308363,2022-04-30,Shipped,1,737.0,INR,False
403-3794902-2627533,2022-04-30,Shipped,1,648.0,INR,False
403-8342497-0727510,2022-04-30,Shipped - Delivered to Buyer,1,783.0,INR,False
403-5686295-0611519,2022-04-30,Shipped,1,744.0,INR,False
404-9773937-7060345,2022-04-30,Shipped,1,744.0,INR,False
407-3205298-5473103,2022-04-30,Shipped - Delivered to Buyer,1,653.0,INR,False
403-3741687-4048344,2022-04-30,Shipped,1,788.0,INR,False
406-4889947-7806746,2022-04-30,Shipped,1,1221.0,INR,False
408-2548158-8811519,2022-04-30,Shipped - Delivered to Buyer,1,0.0,INR,False
402-4612397-6796307,2022-04-30,Shipped,1,1112.0,INR,False
402-2375582-5673132,2022-04-30,Shipped - Delivered to Buyer,1,1186.0,INR,False
402-7355260-1275513,2022-04-30,Shipped - Delivered to Buyer,1,362.0,INR,False
171-6613108-2363511,2022-04-30,Shipped,1,432.0,INR,False
406-5961574-4441901,2022-04-30,Shipped,1,597.0,INR,False
404-9326488-7546742,2022-04-30,Shipped,1,654.0,INR,False
403-1691463-7067522,2022-04-30,Shipped,1,518.0,INR,False
171-1293566-4097166,2022-04-30,Shipped,1,626.0,INR,False
404-6513417-3841113,2022-04-30,Shipped,1,761.0,INR,False
408-7484954-7860326,2022-04-30,Shipped,1,1186.0,INR,False
408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,1,1186.0,INR,False
408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,1,1213.0,INR,False
408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,1,922.0,INR,False
171-6240280-6484349,2022-04-30,Shipped,1,399.0,INR,False
408-8511386-1974718,2022-04-30,Shipped,1,493.0,INR,False
407-6157661-5199512,2022-04-30,Cancelled,0,951.43,INR,False
403-0017800-9042751,2022-04-30,Shipped,1,653.0,INR,False
403-0085734-1665956,2022-04-30,Shipped,1,820.0,INR,False
171-7399869-6383547,2022-04-30,Shipped,1,329.0,INR,False
402-9657774-4318743,2022-04-30,Shipped - Delivered to Buyer,1,685.0,INR,False
406-4946851-5210766,2022-04-30,Shipped,1,499.0,INR,False
406-3669070-7817938,2022-04-30,Shipped - Delivered to Buyer,1,788.0,INR,False
408-8026223-3504338,2022-04-30,Cancelled,0,568.57,INR,False
405-7258660-0843511,2022-04-30,Cancelled,0,568.57,INR,False
402-4205432-7587534,2022-04-30,Shipped,1,460.0,INR,False
406-8172747-6386706,2022-04-30,Cancelled,0,568.57,INR,False
408-3583941-7990727,2022-04-30,Shipped,1,1388.0,INR,False
406-3330230-6797916,2022-04-30,Shipped - Delivered to Buyer,1,791.0,INR,False
403-9175128-5028341,2022-04-30,Cancelled,0,568.57,INR,False
403-7622558-2750701,2022-04-30,Shipped,1,459.0,INR,False
171-4759774-9917114,2022-04-30,Cancelled,1,852.0,INR,False
171-2730956-8469920,2022-04-30,Cancelled,2,1518.0,INR,False
405-7330238-7284346,2022-04-30,Cancelled,1,599.0,INR,False
171-6337844-1873114,2022-04-30,Shipped,1,597.0,INR,False
407-4387699-2165163,2022-04-30,Shipped,1,599.0,INR,False
407-8428976-5530717,2022-04-30,Shipped,1,820.0,INR,False
404-9035115-5697167,2022-04-30,Shipped - Delivered to Buyer,1,696.0,INR,False
406-6302630-1482741,2022-04-30,Shipped,1,845.0,INR,False
408-5107980-7490767,2022-04-30,Cancelled,0,568.57,INR,False
408-5107980-7490767,2022-04-30,Cancelled,0,568.57,INR,False
408-2191353-0621121,2022-04-30,Shipped,1,597.0,INR,False
404-6334918-0634714,2022-04-30,Shipped,1,684.0,INR,False
403-1239945-5591548,2022-04-30,Shipped - Delivered to Buyer,1,685.0,INR,False
404-7406168-9217147,2022-04-30,Shipped,1,1115.0,INR,False
408-1013219-3362738,2022-04-30,Shipped,1,1146.0,INR,False
403-0802182-1109101,2022-04-30,Shipped,1,487.0,INR,False
403-0309122-5817917,2022-04-30,Shipped,1,329.0,INR,False
407-6980443-5231567,2022-04-30,Cancelled,0,568.57,INR,False
406-0859473-5957957,2022-04-30,Shipped,1,329.0,INR,False
408-6539097-5347560,2022-04-30,Shipped,1,759.0,INR,False
403-7868813-3526702,2022-04-30,Shipped,1,744.0,INR,False
405-6224180-2791517,2022-04-30,Shipped,1,329.0,INR,False
408-8411055-6172361,2022-04-30,Shipped,1,744.0,INR,False
171-2558577-3963545,2022-04-30,Shipped - Delivered to Buyer,1,517.0,INR,False
403-2828148-2903504,2022-04-30,Shipped - Delivered to Buyer,1,1092.0,INR,False
171-0790810-5096364,2022-04-30,Shipped,1,549.0,INR,False
403-7692763-8092362,2022-04-30,Shipped,1,625.0,INR,False
403-7692763-8092362,2022-04-30,Shipped,1,512.0,INR,False
407-8093398-2897154,2022-04-30,Cancelled,1,329.0,INR,False
403-5843515-0197907,2022-04-30,Shipped - Delivered to Buyer,1,329.0,INR,False
403-3917761-8428347,2022-04-30,Shipped,1,399.0,INR,False
404-8373900-3799552,2022-04-30,Shipped,1,376.0,INR,False
406-7566655-2824321,2022-04-30,Shipped,1,399.0,INR,False
407-6378370-0617931,2022-04-30,Cancelled,0,568.57,INR,False
407-3146769-0090716,2022-04-30,Cancelled,0,722.86,INR,False
407-1409766-1003533,2022-04-30,Shipped,1,654.0,INR,False
408-8792901-2145126,2022-04-30,Shipped,1,329.0,INR,False
402-6724550-6978711,2022-04-30,Shipped,1,471.0,INR,False
406-6822577-5633910,2022-04-30,Shipped,1,1126.0,INR,False
405-1930468-0215514,2022-04-30,Shipped,1,824.0,INR,False
S02-9107114-0460608,2022-04-30,Shipped,2,568.57,INR,False
408-1125697-9869900,2022-04-30,Shipped,1,654.0,INR,False
408-9453216-9501922,2022-04-30,Shipped,1,568.0,INR,False
408-9453216-9501922,2022-04-30,Shipped,1,376.0,INR,False
402-3700824-1893101,2022-04-30,Shipped,1,696.0,INR,False
406-5601546-3935561,2022-04-30,Shipped - Returned to Seller,1,699.0,INR,False
404-5899052-5877155,2022-04-30,Shipped,1,534.0,INR,False
407-3704301-2298756,2022-04-30,Cancelled,1,654.0,INR,False
408-9593414-3493949,2022-04-30,Shipped,1,599.0,INR,False
408-3784452-5056335,2022-04-30,Shipped,1,807.0,INR,False
403-2094006-3473949,2022-04-30,Shipped,1,406.0,INR,False
405-2038061-9168365,2022-04-30,Shipped,1,744.0,INR,False
407-6225862-7010732,2022-04-30,Cancelled,0,437.14,INR,False
406-9894846-2977124,2022-04-30,Shipped,1,665.0,INR,False
408-0466342-6160313,2022-04-30,Shipped,1,0.0,INR,False
171-1411931-8695529,2022-04-30,Shipped,1,824.0,INR,False
405-4665747-1707505,2022-04-30,Shipped,1,424.0,INR,False
405-2598876-9829123,2022-04-30,Shipped,1,505.0,INR,False
404-4145876-7343530,2022-04-30,Shipped,1,586.0,INR,False
171-4531834-4554765,2022-04-30,Shipped - Delivered to Buyer,1,635.0,INR,False
171-4076404-9258764,2022-04-30,Shipped,1,1186.0,INR,False
406-5539492-5425929,2022-04-30,Shipped,1,318.0,INR,False
405-0735157-8832353,2022-04-30,Shipped,1,696.0,INR,False
403-0004439-8848355,2022-04-30,Shipped,1,1199.0,INR,False
405-2465068-7043535,2022-04-30,Shipped,1,459.0,INR,False
402-7869356-9551565,2022-04-30,Shipped - Delivered to Buyer,1,487.0,INR,False
404-0616942-0533962,2022-04-30,Shipped,1,1112.0,INR,False
402-9103592-1399503,2022-04-30,Shipped,1,353.0,INR,False
403-1066225-1659554,2022-04-30,Shipped,1,399.0,INR,False
402-4405416-1949113,2022-04-30,Shipped,1,517.0,INR,False
402-4405416-1949113,2022-04-30,Shipped,1,406.0,INR,False
402-4405416-1949113,2022-04-30,Shipped,1,568.0,INR,False
402-5426483-2097950,2022-04-30,Shipped,1,1099.0,INR,False
405-0519372-7148367,2022-04-30,Shipped,1,820.0,INR,False
405-2482384-0445932,2022-04-30,Shipped,1,654.0,INR,False
407-7345653-0308320,2022-04-30,Shipped,1,744.0,INR,False
407-7918584-3321167,2022-04-30,Shipped - Delivered to Buyer,1,582.0,INR,False
404-9833102-2103502,2022-04-30,Shipped,1,368.0,INR,False
402-3639038-3679551,2022-04-30,Shipped,1,597.0,INR,False
402-6585827-1554713,2022-04-30,Shipped,1,329.0,INR,False
404-4853871-5371532,2022-04-30,Cancelled,1,888.0,INR,False
406-0956140-0012349,2022-04-30,Shipped - Delivered to Buyer,1,517.0,INR,False
402-8104859-6526742,2022-04-30,Shipped,1,574.0,INR,False
171-1492122-0351528,2022-04-30,Shipped,1,399.0,INR,False
404-4220653-2914737,2022-04-30,Shipped,1,635.0,INR,False
406-5417811-8741110,2022-04-30,Shipped,1,653.0,INR,False
406-8324856-3472311,2022-04-30,Shipped,1,597.0,INR,False
408-3011835-7100318,2022-04-30,Shipped - Delivered to Buyer,1,0.0,INR,False
405-7844536-8046762,2022-04-30,Shipped - Delivered to Buyer,1,493.0,INR,False
171-2411011-0125905,2022-04-30,Cancelled,0,568.57,INR,False
403-1687892-8212308,2022-04-30,Cancelled,1,568.0,INR,False
406-0691895-0471503,2022-04-30,Shipped - Delivered to Buyer,1,399.0,INR,False
405-7666513-9844302,2022-04-30,Shipped,1,544.0,INR,False
405-1355264-6557110,2022-04-30,Shipped - Delivered to Buyer,1,1221.0,INR,False
403-5297256-4435541,2022-04-30,Shipped,1,368.0,INR,False
407-9665025-0698751,2022-04-30,Cancelled,0,568.57,INR,False
403-4570436-2713939,2022-04-30,Shipped,1,540.0,INR,False
405-9841349-5869939,2022-04-30,Shipped,1,759.0,INR,False
408-7721306-8516366,2022-04-30,Shipped,1,0.0,INR,False
405-2646018-2081155,2022-04-30,Shipped,1,1115.0,INR,False
405-2936022-2354729,2022-04-30,Cancelled,0,568.57,INR,False
171-1718013-5317150,2022-04-30,Shipped,1,429.0,INR,False
408-9045350-1482703,2022-04-30,Shipped,1,1186.0,INR,False
408-9204821-0825919,2022-04-30,Cancelled,0,568.57,INR,True
408-3998053-4361911,2022-04-30,Shipped,1,1221.0,INR,False
408-0034595-6967577,2022-04-30,Shipped,1,967.0,INR,False
402-0365208-0109142,2022-04-30,Shipped,1,1112.0,INR,False
405-0228947-1652364,2022-04-30,Shipped,1,375.0,INR,False
402-4323266-5031518,2022-04-30,Shipped,1,597.0,INR,False
402-1358132-6281146,2022-04-30,Cancelled,1,597.0,INR,False
408-1003182-7897956,2022-04-30,Shipped,1,435.0,INR,False
171-7374731-4292323,2022-04-30,Shipped,1,788.0,INR,False
406-9599371-7072353,2022-04-30,Shipped,1,1149.0,INR,False
408-6297808-3491569,2022-04-30,Shipped,1,1112.0,INR,False
407-3533608-1886715,2022-04-30,Shipped,1,685.0,INR,False
408-2398227-7807552,2022-04-30,Shipped,1,759.0,INR,False
406-6562231-1005110,2022-04-30,Shipped,1,582.0,INR,False
408-8369778-8012338,2022-04-30,Shipped - Delivered to Buyer,1,280.0,INR,False
407-8906792-3067563,2022-04-30,Shipped,1,922.0,INR,False
406-8952281-3638762,2022-04-30,Shipped,1,432.0,INR,False
403-5744417-7365969,2022-04-30,Shipped,1,458.0,INR,False
171-4772311-4657103,2022-04-30,Cancelled,0,722.86,INR,False
402-3015366-6946700,2022-04-30,Shipped,1,376.0,INR,False
405-6082314-2764324,2022-04-30,Shipped,1,329.0,INR,False
404-6334429-8355529,2022-04-30,Shipped - Delivered to Buyer,1,1115.0,INR,False
406-8970690-5821128,2022-04-30,Shipped,1,368.0,INR,False
404-6186683-4267560,2022-04-30,Shipped,1,568.0,INR,False
408-7115292-8677123,2022-04-30,Shipped,1,788.0,INR,False
